Marital_status,Application_mode,Application_order,Course,Daytime_evening_attendance,Previous_qualification,Nationality,Mothers_qualification,Fathers_qualification,Mothers_occupation,Fathers_occupation,Displaced,Educational_special_needs,Debtor,Tuition_fees_up_to_date,Gender,Scholarship_holder,Age_at_enrollment,International,Curricular_units_1st_sem_credited,Curricular_units_1st_sem_enrolled,Curricular_units_1st_sem_evaluations,Curricular_units_1st_sem_approved,Grade_average_1st_sem,Curricular_units_1st_sem_without_evaluations,Curricular_units_2nd_sem_credited,Curricular_units_2nd_sem_enrolled,Curricular_units_2nd_sem_evaluations,Curricular_units_2nd_sem_approved,Grade_average_2nd_sem,Curricular_units_2nd_sem_without_evaluations,Unemployment_rate,Inflation_rate,GDP,Status_at_end_of_course
single,1st phase - general contingent,1,Journalism and Communication,Daytime,Secondary education,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Workers,Unskilled Workers,No,No,Yes,No,Male,Yes,18,No,0,6,11,5,12.166666666666666,0,0,6,15,3,12.0,0,13.9,-0.3,0.79,Dropout
single,Technological specialization diploma holders,1,Agronomy,Daytime,Technological specialization course,Portuguese,Higher Education - Bachelor's Degree,Secondary Education - 12th Year of Schooling or Eq.,Administrative staff,"Farmers and Skilled Workers in Agriculture, Fisheries and Forestry",No,No,No,Yes,Male,No,21,No,0,6,12,5,12.142857142857142,0,0,6,11,5,11.666666666666666,0,13.9,-0.3,0.79,Graduate
single,1st phase - general contingent,1,Tourism,Daytime,Secondary education,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,"Farmers and Skilled Workers in Agriculture, Fisheries and Forestry","Farmers and Skilled Workers in Agriculture, Fisheries and Forestry",Yes,No,No,Yes,Male,No,21,No,0,6,9,6,12.0,0,0,6,8,5,11.6,0,13.9,-0.3,0.79,Graduate
married,Over 23 years old,2,Management,Daytime,Secondary education,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Administrative staff,"Skilled Workers in Industry, Construction and Craftsmen",No,No,No,Yes,Male,No,34,No,0,5,10,3,11.666666666666666,1,0,5,7,4,12.75,0,9.4,-0.8,-3.12,Graduate
divorced,Over 23 years old,1,Equinculture,Daytime,Secondary education,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,"Farmers and Skilled Workers in Agriculture, Fisheries and Forestry","Skilled Workers in Industry, Construction and Craftsmen",Yes,No,No,Yes,Male,No,34,No,0,6,9,0,0.0,0,0,6,6,0,0.0,0,16.2,0.3,-0.92,Dropout
single,2nd phase - general contingent,2,Advertising and Marketing Management,Daytime,Secondary education,Portuguese,Higher Education - Degree,Higher Education - Degree,Administrative staff,Armed Forces Professions,Yes,No,No,Yes,Male,No,21,No,0,6,10,6,11.875,0,0,6,8,5,12.0,0,11.1,0.6,2.02,Graduate
single,Change of course,1,Journalism and Communication,Daytime,Secondary education,Portuguese,Higher Education - Degree,Basic education 1st cycle (4th/5th year) or equiv.,Intermediate Level Technicians and Professions,"Skilled Workers in Industry, Construction and Craftsmen",No,No,No,Yes,Male,No,32,No,6,11,15,7,11.285714285714286,0,5,7,10,6,12.333333333333334,0,13.9,-0.3,0.79,Enrolled
single,2nd phase - general contingent,2,Tourism,Daytime,Secondary education,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,"Personal Services, Security and Safety Workers and Sellers","Skilled Workers in Industry, Construction and Craftsmen",Yes,No,No,Yes,Male,No,30,No,0,6,17,2,10.0,0,0,6,15,3,11.333333333333334,0,7.6,2.6,0.32,Dropout
single,1st phase - general contingent,1,Animation and Multimedia Design,Daytime,Secondary education,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Higher Education - Degree,Intermediate Level Technicians and Professions,"Skilled Workers in Industry, Construction and Craftsmen",Yes,No,Yes,Yes,Male,No,19,No,6,12,13,11,12.0,0,4,11,15,10,11.181818181818182,0,8.9,1.4,3.51,Enrolled
single,Change of institution/course,1,Journalism and Communication,Daytime,Secondary education,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Installation and Machine Operators and Assembly Workers,Installation and Machine Operators and Assembly Workers,Yes,No,No,Yes,Male,No,20,No,1,7,7,6,13.833333333333334,0,1,6,7,5,13.0,0,8.9,1.4,3.51,Dropout
single,1st phase - general contingent,1,Communication Design,Daytime,Secondary education,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Unskilled Workers,"Skilled Workers in Industry, Construction and Craftsmen",Yes,No,No,Yes,Male,No,18,No,0,6,0,0,0.0,0,0,6,0,0,0.0,0,12.4,0.5,1.79,Dropout
single,1st phase - general contingent,1,Tourism,Daytime,Secondary education,Portuguese,Higher Education - Degree,Higher Education - Degree,Specialists in Intellectual and Scientific Activities,Specialists in Intellectual and Scientific Activities,No,No,No,Yes,Male,No,19,No,0,6,7,6,14.428571428571429,0,0,6,6,6,12.5,0,8.9,1.4,3.51,Graduate
single,2nd phase - general contingent,3,Nursing,Daytime,Secondary education,Portuguese,Higher Education - Degree,Higher Education - Degree,Intermediate Level Technicians and Professions,Intermediate Level Technicians and Professions,Yes,No,No,Yes,Male,No,18,No,0,7,8,5,14.2,0,0,7,9,6,12.4,0,12.4,0.5,1.79,Dropout
single,Over 23 years old,1,Management (evening attendance),Evening,Secondary education,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Administrative staff,Installation and Machine Operators and Assembly Workers,No,No,No,Yes,Male,No,27,No,0,5,8,4,11.5,0,0,5,9,3,10.333333333333334,0,12.7,3.7,-1.7,Dropout
single,Over 23 years old,1,Journalism and Communication,Daytime,Other - 11th year of schooling,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Unskilled Workers,Unskilled Workers,Yes,No,No,Yes,Male,No,52,No,0,6,7,5,13.0,0,0,6,6,6,15.0,0,9.4,-0.8,-3.12,Graduate
married,Change of course,1,Agronomy,Daytime,Secondary education,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Administrative staff,"Personal Services, Security and Safety Workers and Sellers",Yes,No,No,No,Male,No,29,No,0,6,6,0,0.0,0,0,6,8,0,0.0,0,15.5,2.8,-4.06,Dropout
single,Change of institution/course,1,Agronomy,Daytime,Technological specialization course,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Administrative staff,Administrative staff,Yes,No,Yes,No,Male,No,22,No,0,6,12,3,11.333333333333334,0,0,6,13,2,11.0,0,8.9,1.4,3.51,Dropout
single,Change of course,1,Veterinary Nursing,Daytime,Secondary education,Mozambican,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Unskilled Workers,"Farmers and Skilled Workers in Agriculture, Fisheries and Forestry",Yes,No,No,Yes,Male,No,28,Yes,13,18,45,18,12.5,12,10,13,26,12,11.428571428571429,6,15.5,2.8,-4.06,Graduate
single,Over 23 years old,1,Advertising and Marketing Management,Daytime,Frequency of higher education,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Other Situation,Intermediate Level Technicians and Professions,Yes,No,No,Yes,Male,No,30,No,0,5,5,0,0.0,0,0,5,5,0,0.0,0,7.6,2.6,0.32,Dropout
single,1st phase - general contingent,2,Nursing,Daytime,Secondary education,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,"Personal Services, Security and Safety Workers and Sellers",Intermediate Level Technicians and Professions,Yes,No,No,Yes,Female,No,18,No,0,7,7,7,13.471428571428572,0,0,8,9,8,13.944444444444445,0,16.2,0.3,-0.92,Graduate
single,1st phase - general contingent,2,Advertising and Marketing Management,Daytime,Secondary education,Portuguese,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic education 1st cycle (4th/5th year) or equiv.,"Personal Services, Security and Safety Workers and Sellers","Personal Services, Security and Safety Workers and Sellers",Yes,No,No,Yes,Female,No,21,No,0,5,5,4,11.75,0,0,5,5,3,13.333333333333334,0,9.4,-0.8,-3.12,Graduate
single,1st phase - general contingent,1,Communication Design,Daytime,Secondary education,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Workers,Unskilled Workers,Yes,No,Yes,Yes,Female,Yes,20,No,0,6,9,6,13.333333333333334,0,0,6,10,6,14.666666666666666,0,12.7,3.7,-1.7,Graduate
single,Transfer,1,Nursing,Daytime,Secondary education,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Intermediate Level Technicians and Professions,Intermediate Level Technicians and Professions,Yes,No,No,Yes,Female,Yes,21,No,0,8,8,8,13.105,0,0,8,8,8,13.105,0,9.4,-0.8,-3.12,Graduate
married,Over 23 years old,1,Management (evening attendance),Evening,Basic education 3rd cycle (9th/10th/11th year) or equiv.,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic education 1st cycle (4th/5th year) or equiv.,"Skilled Workers in Industry, Construction and Craftsmen",Unskilled Workers,No,No,Yes,No,Female,No,32,No,0,5,5,0,0.0,0,0,5,6,0,0.0,0,10.8,1.4,1.74,Dropout
single,1st phase - general contingent,3,Communication Design,Daytime,Secondary education,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Workers,Unskilled Workers,Yes,No,No,Yes,Male,Yes,20,No,0,6,6,6,15.5,0,0,6,7,6,12.166666666666666,0,12.4,0.5,1.79,Graduate
single,1st phase - general contingent,4,Animation and Multimedia Design,Daytime,Secondary education,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Administrative staff,"Personal Services, Security and Safety Workers and Sellers",Yes,No,Yes,No,Male,No,19,No,0,0,0,0,0.0,0,0,0,0,0,0.0,0,15.5,2.8,-4.06,Dropout
single,International student (bachelor),1,Advertising and Marketing Management,Daytime,Secondary education,Brazilian,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Unskilled Workers,"Personal Services, Security and Safety Workers and Sellers",No,No,Yes,No,Male,No,18,Yes,0,6,6,4,11.25,0,0,6,7,3,12.333333333333334,0,8.9,1.4,3.51,Dropout
single,Change of course,1,Management (evening attendance),Evening,Secondary education,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Higher Education - Bachelor's Degree,Unskilled Workers,Administrative staff,Yes,No,No,No,Male,No,23,No,10,15,24,12,11.0,0,10,14,21,11,11.363636363636363,1,7.6,2.6,0.32,Dropout
single,1st phase - general contingent,1,Tourism,Daytime,Secondary education,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Intermediate Level Technicians and Professions,Intermediate Level Technicians and Professions,Yes,No,No,Yes,Male,No,20,No,0,6,10,6,12.333333333333334,0,0,6,9,4,13.0,0,12.4,0.5,1.79,Graduate
married,Change of course,2,Management,Daytime,Secondary education,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Workers,Unskilled Workers,Yes,No,No,Yes,Female,No,46,No,4,9,18,8,11.375,2,0,5,11,5,11.8,0,9.4,-0.8,-3.12,Graduate
single,2nd phase - general contingent,1,Agronomy,Daytime,Secondary education,Portuguese,Higher Education - Degree,Higher Education - Degree,Specialists in Intellectual and Scientific Activities,Specialists in Intellectual and Scientific Activities,No,No,No,Yes,Male,No,27,No,16,18,19,18,12.22222222222222,0,9,12,15,12,12.384615384615383,0,15.5,2.8,-4.06,Graduate
single,1st phase - special contingent (Azores Island),1,Animation and Multimedia Design,Daytime,Secondary education,Portuguese,Higher Education - Degree,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,"Representatives of the Legislative Power and Executive Bodies, Directors, Directors and Executive Managers",Armed Forces Professions,Yes,No,No,Yes,Male,No,20,No,0,0,0,0,0.0,0,0,0,0,0,0.0,0,16.2,0.3,-0.92,Enrolled
married,Change of course,3,Social Service (evening attendance),Evening,Basic education 3rd cycle (9th/10th/11th year) or equiv.,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Workers,Unskilled Workers,Yes,No,No,Yes,Male,No,41,No,5,9,11,9,12.0,0,3,7,8,6,12.0,0,9.4,-0.8,-3.12,Graduate
single,International student (bachelor),1,Management,Daytime,Secondary education,Angolan,Secondary Education - 12th Year of Schooling or Eq.,Higher Education - Degree,"Unskilled workers in agriculture, animal production, fisheries and forestry",Intermediate Level Technicians and Professions,No,No,Yes,Yes,Male,No,40,Yes,0,5,10,1,11.0,0,0,5,10,1,10.0,0,11.1,0.6,2.02,Enrolled
married,Technological specialization diploma holders,1,Social Service (evening attendance),Evening,Technological specialization course,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,"Personal Services, Security and Safety Workers and Sellers","Personal Services, Security and Safety Workers and Sellers",No,No,No,Yes,Male,No,37,No,12,16,17,16,14.125,0,6,11,14,10,13.0,0,12.4,0.5,1.79,Graduate
single,1st phase - general contingent,4,Management,Daytime,Secondary education,Portuguese,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,"Personal Services, Security and Safety Workers and Sellers",Armed Forces Professions,No,No,No,Yes,Male,No,20,No,0,5,8,5,10.2,0,0,5,7,5,11.2,0,12.4,0.5,1.79,Enrolled
single,Technological specialization diploma holders,1,Equinculture,Daytime,Technological specialization course,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Administrative staff,Administrative staff,Yes,No,No,Yes,Female,No,20,No,0,5,7,4,12.0,1,0,5,6,4,12.4,0,10.8,1.4,1.74,Enrolled
single,Holders of other higher courses,1,Management (evening attendance),Evening,Higher education - degree (1st cycle),Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Basic education 1st cycle (4th/5th year) or equiv.,Administrative staff,"Representatives of the Legislative Power and Executive Bodies, Directors, Directors and Executive Managers",No,No,No,Yes,Female,No,26,No,8,9,11,9,12.333333333333334,0,4,7,7,7,12.571428571428571,0,12.4,0.5,1.79,Graduate
married,Over 23 years old,1,Social Service (evening attendance),Evening,Secondary education,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Workers,"Skilled Workers in Industry, Construction and Craftsmen",No,No,No,Yes,Male,No,54,No,4,9,9,9,14.333333333333334,0,2,7,7,7,13.857142857142858,0,8.9,1.4,3.51,Graduate
single,2nd phase - general contingent,5,Advertising and Marketing Management,Daytime,Secondary education,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,"Personal Services, Security and Safety Workers and Sellers","Personal Services, Security and Safety Workers and Sellers",Yes,No,No,Yes,Male,No,21,No,0,6,6,6,15.166666666666666,0,0,6,9,6,14.0,0,10.8,1.4,1.74,Graduate
single,1st phase - general contingent,1,Veterinary Nursing,Daytime,Secondary education,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Unskilled Workers,Unskilled Workers,Yes,No,No,Yes,Female,Yes,20,No,0,6,8,6,15.142857142857142,0,0,6,8,6,15.142857142857142,0,11.1,0.6,2.02,Graduate
single,2nd phase - general contingent,6,Journalism and Communication,Daytime,Secondary education,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,"Personal Services, Security and Safety Workers and Sellers","Personal Services, Security and Safety Workers and Sellers",Yes,No,No,Yes,Female,No,18,No,0,6,0,0,0.0,0,0,6,0,0,0.0,0,12.4,0.5,1.79,Dropout
single,1st phase - general contingent,3,Nursing,Daytime,Secondary education,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Administrative staff,Unskilled Workers,Yes,No,No,Yes,Female,No,19,No,0,7,9,6,13.411428571428573,0,0,8,12,7,13.294444444444444,0,15.5,2.8,-4.06,Enrolled
single,1st phase - general contingent,2,Social Service,Daytime,Secondary education,Portuguese,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Secondary Education - 12th Year of Schooling or Eq.,Administrative staff,Armed Forces Professions,Yes,No,No,Yes,Female,No,18,No,0,6,7,6,12.333333333333334,0,0,6,7,6,12.166666666666666,0,9.4,-0.8,-3.12,Graduate
single,1st phase - general contingent,1,Veterinary Nursing,Daytime,Secondary education,Portuguese,Higher Education - Degree,Secondary Education - 12th Year of Schooling or Eq.,Specialists in Intellectual and Scientific Activities,Installation and Machine Operators and Assembly Workers,Yes,No,No,Yes,Female,No,19,No,0,6,13,4,11.8,0,0,6,18,4,12.2,0,12.4,0.5,1.79,Enrolled
single,Technological specialization diploma holders,1,Veterinary Nursing,Daytime,Technological specialization course,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Administrative staff,"Skilled Workers in Industry, Construction and Craftsmen",Yes,No,Yes,Yes,Female,No,22,No,2,6,9,6,12.0,0,1,6,12,3,12.0,0,13.9,-0.3,0.79,Dropout
single,Change of course,1,Veterinary Nursing,Daytime,Secondary education,Portuguese,Higher Education - Bachelor's Degree,Secondary Education - 12th Year of Schooling or Eq.,Administrative staff,Administrative staff,No,No,No,Yes,Female,No,19,No,0,6,7,6,15.0,0,0,6,8,6,15.625,0,12.4,0.5,1.79,Graduate
single,1st phase - general contingent,1,Animation and Multimedia Design,Daytime,Secondary education,Portuguese,Higher Education - Degree,Higher Education - Bachelor's Degree,Administrative staff,Specialists in Intellectual and Scientific Activities,Yes,No,No,Yes,Female,No,21,No,6,12,12,8,13.875,0,4,11,13,9,12.7,1,8.9,1.4,3.51,Dropout
single,2nd phase - general contingent,1,Basic Education,Daytime,Secondary education,Portuguese,Higher Education - Degree,Higher Education - Degree,"Technicians and professionals, of intermediate level of health","Technicians and professionals, of intermediate level of health",No,No,No,Yes,Female,No,20,No,0,7,9,6,11.833333333333334,0,0,7,7,6,14.333333333333334,0,11.1,0.6,2.02,Enrolled
single,2nd phase - general contingent,3,Journalism and Communication,Daytime,Secondary education,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,"Personal Services, Security and Safety Workers and Sellers","Personal Services, Security and Safety Workers and Sellers",Yes,No,No,Yes,Female,Yes,18,No,0,6,6,6,12.5,0,0,6,6,6,13.833333333333334,0,16.2,0.3,-0.92,Graduate
